Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail,Final_Score,Study_Hours_Group,Attendance_Group
S3972,14,Male,12,5.0,67,Graduate,No,Yes,85,55,72,40,70.67,Good,Pass,70.67,4-6 Hours,60-75%
S3973,14,Male,9,1.0,93,Graduate,No,No,91,72,41,59,68.0,Good,Pass,68.0,0-2 Hours,90-100%
S3974,16,Female,12,6.0,80,Postgraduate,No,Yes,56,60,40,64,52.0,Average,Pass,52.0,4-6 Hours,75-90%
S3975,17,Male,9,3.9,51,Graduate,No,No,95,48,42,75,61.67,Average,Pass,61.67,2-4 Hours,Below 60%
S3976,18,Male,9,0.9,78,High School,No,No,69,89,88,81,82.0,Excellent,Pass,82.0,0-2 Hours,75-90%
S3977,15,Male,12,5.0,64,High School,Yes,No,55,67,94,61,72.0,Good,Pass,72.0,4-6 Hours,60-75%
S3978,19,Male,11,4.3,56,Postgraduate,No,Yes,37,38,46,81,40.33,Poor,Fail,40.33,4-6 Hours,Below 60%
S3979,17,Female,11,2.7,50,Postgraduate,No,Yes,44,60,90,64,64.67,Average,Pass,64.67,2-4 Hours,Below 60%
S3980,16,Female,11,1.9,55,Graduate,No,Yes,49,41,84,89,58.0,Average,Pass,58.0,0-2 Hours,Below 60%
S3981,14,Female,11,4.8,92,High School,No,Yes,82,61,39,92,60.67,Average,Pass,60.67,4-6 Hours,90-100%
S3982,15,Male,9,2.0,84,High School,Yes,No,99,67,96,53,87.33,Excellent,Pass,87.33,0-2 Hours,75-90%
S3983,19,Female,11,4.3,50,Graduate,Yes,Yes,72,79,64,64,71.67,Good,Pass,71.67,4-6 Hours,Below 60%
S3984,17,Male,11,2.9,78,Postgraduate,No,No,77,77,85,57,79.67,Good,Pass,79.67,2-4 Hours,75-90%
S3985,18,Male,9,1.7,65,Postgraduate,No,No,81,48,77,88,68.67,Good,Pass,68.67,0-2 Hours,60-75%
S3986,19,Male,10,1.1,67,Postgraduate,No,Yes,79,82,39,41,66.67,Good,Pass,66.67,0-2 Hours,60-75%
S3987,18,Female,10,3.2,70,Postgraduate,Yes,Yes,43,76,50,42,56.33,Average,Pass,56.33,2-4 Hours,60-75%
S3988,15,Male,12,2.4,75,Graduate,No,No,60,100,65,77,75.0,Good,Pass,75.0,2-4 Hours,60-75%
S3989,15,Female,12,4.1,78,Postgraduate,No,Yes,85,79,63,71,75.67,Good,Pass,75.67,4-6 Hours,75-90%
S3990,18,Female,9,5.3,64,Postgraduate,Yes,Yes,68,76,57,64,67.0,Good,Pass,67.0,4-6 Hours,60-75%
S3991,15,Male,9,2.8,58,Graduate,No,Yes,77,49,49,82,58.33,Average,Pass,58.33,2-4 Hours,Below 60%
S3992,17,Female,9,3.9,89,High School,No,No,90,45,86,57,73.67,Good,Pass,73.67,2-4 Hours,75-90%
S3993,14,Female,9,1.3,88,Postgraduate,No,No,58,56,95,88,69.67,Good,Pass,69.67,0-2 Hours,75-90%
S3994,15,Female,9,5.2,70,Graduate,Yes,No,53,95,37,91,61.67,Average,Pass,61.67,4-6 Hours,60-75%
S3995,16,Female,10,0.5,67,Postgraduate,Yes,Yes,74,45,78,53,65.67,Average,Pass,65.67,0-2 Hours,60-75%
S3996,18,Female,12,1.5,57,Postgraduate,Yes,No,69,57,62,85,62.67,Average,Pass,62.67,0-2 Hours,Below 60%
S3997,18,Female,10,4.4,74,Postgraduate,No,Yes,91,41,59,43,63.67,Average,Pass,63.67,4-6 Hours,60-75%
S3998,17,Female,11,5.8,66,Postgraduate,Yes,Yes,62,45,53,60,53.33,Average,Pass,53.33,4-6 Hours,60-75%
S3999,16,Female,9,3.3,75,Graduate,No,Yes,88,98,64,42,83.33,Excellent,Pass,83.33,2-4 Hours,60-75%
S4000,18,Female,12,4.1,79,Postgraduate,No,No,71,40,64,66,58.33,Average,Pass,58.33,4-6 Hours,75-90%
S4001,18,Female,12,5.8,84,High School,No,No,95,84,64,75,81.0,Excellent,Pass,81.0,4-6 Hours,75-90%
S4002,14,Female,10,3.4,65,Postgraduate,No,Yes,100,42,58,54,66.67,Good,Pass,66.67,2-4 Hours,60-75%
S4003,15,Female,11,5.2,82,Postgraduate,No,No,85,43,44,55,57.33,Average,Pass,57.33,4-6 Hours,75-90%
S4004,14,Female,9,0.5,80,Graduate,Yes,Yes,64,94,98,63,85.33,Excellent,Pass,85.33,0-2 Hours,75-90%
S4005,14,Female,9,5.1,71,High School,Yes,Yes,99,68,35,85,67.33,Good,Pass,67.33,4-6 Hours,60-75%
S4006,19,Male,11,2.5,57,High School,Yes,Yes,99,64,65,85,76.0,Good,Pass,76.0,2-4 Hours,Below 60%
S4007,19,Male,10,1.2,51,Graduate,Yes,No,54,49,35,90,46.0,Poor,Fail,46.0,0-2 Hours,Below 60%
S4008,18,Female,11,2.2,95,Postgraduate,Yes,No,83,70,58,47,70.33,Good,Pass,70.33,2-4 Hours,90-100%
S4009,17,Male,12,3.3,76,Postgraduate,Yes,Yes,53,37,90,66,60.0,Average,Pass,60.0,2-4 Hours,75-90%
S4010,17,Male,10,4.6,83,High School,No,No,80,80,40,83,66.67,Good,Pass,66.67,4-6 Hours,75-90%
S4011,16,Male,9,2.8,66,Postgraduate,No,No,35,55,87,82,59.0,Average,Pass,59.0,2-4 Hours,60-75%
S4012,19,Female,9,5.7,73,High School,No,No,56,86,54,85,65.33,Average,Pass,65.33,4-6 Hours,60-75%
S4013,15,Male,11,3.6,61,Postgraduate,No,No,94,89,59,94,80.67,Good,Pass,80.67,2-4 Hours,60-75%
S4014,14,Female,10,2.0,70,Graduate,No,Yes,88,87,67,65,80.67,Good,Pass,80.67,0-2 Hours,60-75%
S4015,19,Male,10,5.3,71,High School,No,No,45,53,55,51,51.0,Average,Pass,51.0,4-6 Hours,60-75%
S4016,16,Male,12,3.7,95,High School,No,Yes,82,94,59,84,78.33,Good,Pass,78.33,2-4 Hours,90-100%
S4017,18,Male,11,1.1,81,Postgraduate,Yes,Yes,57,98,56,66,70.33,Good,Pass,70.33,0-2 Hours,75-90%
S4018,17,Female,12,2.2,65,Postgraduate,Yes,No,37,84,52,92,57.67,Average,Pass,57.67,2-4 Hours,60-75%
S4019,18,Female,11,1.4,68,High School,Yes,No,47,68,80,40,65.0,Average,Pass,65.0,0-2 Hours,60-75%
S4020,17,Female,10,3.2,99,High School,Yes,No,66,92,65,76,74.33,Good,Pass,74.33,2-4 Hours,90-100%
S4021,14,Male,12,5.0,61,Graduate,Yes,Yes,98,97,89,70,94.67,Excellent,Pass,94.67,4-6 Hours,60-75%
S4022,14,Female,9,4.6,81,High School,Yes,No,97,81,96,62,91.33,Excellent,Pass,91.33,4-6 Hours,75-90%
S4023,15,Female,10,4.0,89,Postgraduate,Yes,Yes,86,88,74,52,82.67,Excellent,Pass,82.67,2-4 Hours,75-90%
S4024,16,Female,11,5.8,77,Postgraduate,No,Yes,54,56,85,70,65.0,Average,Pass,65.0,4-6 Hours,75-90%
S4025,18,Male,12,3.4,74,Graduate,No,No,47,66,61,71,58.0,Average,Pass,58.0,2-4 Hours,60-75%
S4026,16,Male,12,1.3,60,Postgraduate,Yes,No,41,89,64,66,64.67,Average,Pass,64.67,0-2 Hours,Below 60%
S4027,17,Female,9,1.5,85,Postgraduate,Yes,Yes,80,93,45,85,72.67,Good,Pass,72.67,0-2 Hours,75-90%
S4028,16,Female,11,5.0,51,Postgraduate,No,No,75,98,77,41,83.33,Excellent,Pass,83.33,4-6 Hours,Below 60%
S4029,16,Female,9,5.4,77,Graduate,Yes,Yes,48,40,65,63,51.0,Average,Pass,51.0,4-6 Hours,75-90%
S4030,19,Male,9,2.5,67,High School,No,No,89,71,73,73,77.67,Good,Pass,77.67,2-4 Hours,60-75%
S4031,14,Male,10,3.3,61,High School,No,Yes,56,36,96,51,62.67,Average,Pass,62.67,2-4 Hours,60-75%
S4032,18,Male,10,4.7,86,High School,Yes,No,75,42,72,59,63.0,Average,Pass,63.0,4-6 Hours,75-90%
S4033,17,Female,12,3.9,82,Postgraduate,No,Yes,39,81,57,48,59.0,Average,Pass,59.0,2-4 Hours,75-90%
S4034,17,Female,12,1.9,95,Graduate,Yes,Yes,76,50,39,41,55.0,Average,Pass,55.0,0-2 Hours,90-100%
S4035,14,Male,11,2.8,77,High School,Yes,Yes,93,69,99,68,87.0,Excellent,Pass,87.0,2-4 Hours,75-90%
S4036,17,Female,9,2.7,63,Postgraduate,No,Yes,80,69,96,78,81.67,Excellent,Pass,81.67,2-4 Hours,60-75%
S4037,18,Male,9,2.3,75,Graduate,Yes,No,86,56,38,60,60.0,Average,Pass,60.0,2-4 Hours,60-75%
S4038,16,Female,12,5.1,98,Postgraduate,No,Yes,92,85,51,49,76.0,Good,Pass,76.0,4-6 Hours,90-100%
S4039,15,Male,9,5.0,61,High School,Yes,Yes,72,55,68,68,65.0,Average,Pass,65.0,4-6 Hours,60-75%
S4040,17,Male,12,6.0,84,Postgraduate,Yes,Yes,66,47,60,75,57.67,Average,Pass,57.67,4-6 Hours,75-90%
S4041,17,Male,10,2.1,66,High School,Yes,No,59,56,98,67,71.0,Good,Pass,71.0,2-4 Hours,60-75%
S4042,19,Female,11,2.3,56,Graduate,No,No,48,63,52,60,54.33,Average,Pass,54.33,2-4 Hours,Below 60%
S4043,15,Male,10,0.8,68,Postgraduate,No,Yes,69,42,93,48,68.0,Good,Pass,68.0,0-2 Hours,60-75%
S4044,16,Female,9,5.2,91,High School,Yes,Yes,93,92,95,88,93.33,Excellent,Pass,93.33,4-6 Hours,90-100%
S4045,16,Male,10,4.3,69,Postgraduate,Yes,Yes,43,64,100,72,69.0,Good,Pass,69.0,4-6 Hours,60-75%
S4046,18,Female,9,3.9,76,Postgraduate,Yes,Yes,81,89,74,81,81.33,Excellent,Pass,81.33,2-4 Hours,75-90%
S4047,19,Female,12,3.5,57,High School,No,Yes,75,58,77,73,70.0,Good,Pass,70.0,2-4 Hours,Below 60%
S4048,18,Male,11,2.8,91,High School,No,No,63,35,93,66,63.67,Average,Pass,63.67,2-4 Hours,90-100%
S4049,16,Male,9,5.3,83,Postgraduate,No,Yes,64,78,94,94,78.67,Good,Pass,78.67,4-6 Hours,75-90%
S4050,15,Male,12,2.2,93,High School,Yes,Yes,70,41,41,58,50.67,Average,Pass,50.67,2-4 Hours,90-100%
S4051,18,Female,9,1.1,70,Graduate,Yes,No,96,38,51,68,61.67,Average,Pass,61.67,0-2 Hours,60-75%
S4052,18,Male,11,5.6,72,High School,No,No,66,65,64,54,65.0,Average,Pass,65.0,4-6 Hours,60-75%
S4053,17,Female,9,5.1,100,Graduate,No,Yes,92,59,44,93,65.0,Average,Pass,65.0,4-6 Hours,90-100%
S4054,15,Male,12,4.3,57,Graduate,Yes,Yes,42,56,52,62,50.0,Average,Pass,50.0,4-6 Hours,Below 60%
S4055,18,Female,11,2.0,66,High School,Yes,No,54,38,63,64,51.67,Average,Pass,51.67,0-2 Hours,60-75%
S4056,17,Female,11,1.2,50,Graduate,Yes,Yes,73,60,85,79,72.67,Good,Pass,72.67,0-2 Hours,Below 60%
S4057,18,Male,11,3.4,86,Postgraduate,No,Yes,88,71,70,43,76.33,Good,Pass,76.33,2-4 Hours,75-90%
S4058,19,Male,12,3.3,67,Postgraduate,Yes,No,46,89,63,47,66.0,Good,Pass,66.0,2-4 Hours,60-75%
S4059,18,Female,11,2.0,80,Postgraduate,No,No,55,51,64,62,56.67,Average,Pass,56.67,0-2 Hours,75-90%
S4060,16,Female,12,4.6,68,Graduate,Yes,Yes,39,100,49,43,62.67,Average,Pass,62.67,4-6 Hours,60-75%
S4061,18,Male,12,5.8,76,Postgraduate,Yes,Yes,67,72,75,55,71.33,Good,Pass,71.33,4-6 Hours,75-90%
S4062,15,Male,9,4.3,69,Postgraduate,Yes,No,89,96,76,71,87.0,Excellent,Pass,87.0,4-6 Hours,60-75%
S4063,16,Female,9,1.1,51,Graduate,Yes,No,40,97,90,90,75.67,Good,Pass,75.67,0-2 Hours,Below 60%
S4064,19,Male,11,1.7,74,High School,Yes,No,53,70,74,64,65.67,Average,Pass,65.67,0-2 Hours,60-75%
S4065,18,Female,12,1.8,78,Graduate,No,Yes,65,51,72,94,62.67,Average,Pass,62.67,0-2 Hours,75-90%
S4066,19,Female,11,1.4,66,Postgraduate,No,No,81,68,63,87,70.67,Good,Pass,70.67,0-2 Hours,60-75%
S4067,16,Female,11,3.3,62,Graduate,Yes,Yes,65,46,96,78,69.0,Good,Pass,69.0,2-4 Hours,60-75%
S4068,18,Female,11,2.4,59,Postgraduate,Yes,No,36,47,65,89,49.33,Poor,Fail,49.33,2-4 Hours,Below 60%
S4069,19,Male,12,0.7,60,Graduate,Yes,No,75,68,39,60,60.67,Average,Pass,60.67,0-2 Hours,Below 60%
S4070,16,Male,11,4.4,95,High School,No,No,57,51,94,72,67.33,Good,Pass,67.33,4-6 Hours,90-100%
S4071,18,Female,11,1.0,72,High School,No,Yes,63,76,61,58,66.67,Good,Pass,66.67,0-2 Hours,60-75%
S4072,14,Female,10,3.6,78,Graduate,No,No,38,90,62,78,63.33,Average,Pass,63.33,2-4 Hours,75-90%
S4073,19,Male,10,5.6,70,Postgraduate,Yes,Yes,92,45,35,68,57.33,Average,Pass,57.33,4-6 Hours,60-75%
S4074,15,Female,10,4.8,68,High School,Yes,Yes,76,36,61,76,57.67,Average,Pass,57.67,4-6 Hours,60-75%
S4075,18,Male,10,0.7,64,Postgraduate,Yes,Yes,81,38,64,84,61.0,Average,Pass,61.0,0-2 Hours,60-75%
S4076,19,Male,10,5.0,68,High School,No,Yes,69,83,53,70,68.33,Good,Pass,68.33,4-6 Hours,60-75%
S4077,15,Male,9,2.4,78,High School,Yes,Yes,69,85,96,45,83.33,Excellent,Pass,83.33,2-4 Hours,75-90%
S4078,18,Female,9,5.1,84,High School,No,Yes,76,90,86,71,84.0,Excellent,Pass,84.0,4-6 Hours,75-90%
S4079,16,Female,9,3.2,52,High School,Yes,Yes,100,54,38,66,64.0,Average,Pass,64.0,2-4 Hours,Below 60%
S4080,18,Female,11,2.9,70,Postgraduate,No,No,88,55,53,86,65.33,Average,Pass,65.33,2-4 Hours,60-75%
S4081,15,Female,12,3.3,55,High School,No,Yes,67,41,52,78,53.33,Average,Pass,53.33,2-4 Hours,Below 60%
S4082,14,Female,10,1.5,52,Graduate,No,Yes,60,66,85,76,70.33,Good,Pass,70.33,0-2 Hours,Below 60%
S4083,16,Female,12,2.7,86,Graduate,No,Yes,86,82,60,84,76.0,Good,Pass,76.0,2-4 Hours,75-90%
S4084,16,Male,12,3.8,62,Graduate,No,No,56,77,66,82,66.33,Good,Pass,66.33,2-4 Hours,60-75%
S4085,17,Female,9,0.8,95,Graduate,Yes,No,49,50,86,90,61.67,Average,Pass,61.67,0-2 Hours,90-100%
S4086,15,Female,9,0.9,78,Graduate,Yes,Yes,49,51,86,83,62.0,Average,Pass,62.0,0-2 Hours,75-90%
S4087,14,Female,12,2.0,96,Postgraduate,Yes,No,44,55,76,64,58.33,Average,Pass,58.33,0-2 Hours,90-100%
S4088,18,Female,9,1.5,83,High School,Yes,Yes,75,73,54,76,67.33,Good,Pass,67.33,0-2 Hours,75-90%
S4089,14,Male,10,2.4,72,Postgraduate,No,Yes,87,54,65,77,68.67,Good,Pass,68.67,2-4 Hours,60-75%
S4090,19,Female,10,4.1,86,High School,Yes,Yes,58,98,85,74,80.33,Good,Pass,80.33,4-6 Hours,75-90%
S4091,15,Male,11,4.4,99,Graduate,Yes,No,69,49,80,92,66.0,Good,Pass,66.0,4-6 Hours,90-100%
S4092,17,Female,11,3.0,87,Postgraduate,No,No,83,99,66,73,82.67,Excellent,Pass,82.67,2-4 Hours,75-90%
S4093,14,Male,11,5.6,69,High School,No,No,65,39,94,80,66.0,Good,Pass,66.0,4-6 Hours,60-75%
S4094,14,Male,12,2.3,62,Postgraduate,No,Yes,46,37,82,58,55.0,Average,Pass,55.0,2-4 Hours,60-75%
S4095,19,Female,10,4.7,88,Postgraduate,Yes,Yes,94,55,85,87,78.0,Good,Pass,78.0,4-6 Hours,75-90%
S4096,19,Female,10,1.2,85,Postgraduate,Yes,No,99,49,65,40,71.0,Good,Pass,71.0,0-2 Hours,75-90%
S4097,15,Female,10,5.0,91,Postgraduate,No,No,56,37,87,78,60.0,Average,Pass,60.0,4-6 Hours,90-100%
S4098,14,Male,12,1.9,56,High School,No,No,43,92,75,54,70.0,Good,Pass,70.0,0-2 Hours,Below 60%
S4099,19,Male,12,3.5,97,Postgraduate,No,Yes,50,90,93,61,77.67,Good,Pass,77.67,2-4 Hours,90-100%
S4100,19,Male,10,3.9,53,Postgraduate,Yes,Yes,51,98,91,71,80.0,Good,Pass,80.0,2-4 Hours,Below 60%
S4101,16,Male,9,4.5,90,Graduate,Yes,Yes,100,70,58,84,76.0,Good,Pass,76.0,4-6 Hours,75-90%
S4102,19,Female,10,2.5,82,Postgraduate,Yes,No,42,99,40,68,60.33,Average,Pass,60.33,2-4 Hours,75-90%
S4103,15,Female,12,1.6,55,Postgraduate,Yes,No,80,42,80,63,67.33,Good,Pass,67.33,0-2 Hours,Below 60%
S4104,17,Female,12,2.6,58,Graduate,Yes,No,55,82,43,54,60.0,Average,Pass,60.0,2-4 Hours,Below 60%
S4105,18,Male,11,2.0,96,Graduate,No,No,75,62,79,93,72.0,Good,Pass,72.0,0-2 Hours,90-100%
S4106,18,Female,10,4.4,82,High School,Yes,Yes,52,68,69,86,63.0,Average,Pass,63.0,4-6 Hours,75-90%
S4107,18,Female,12,3.3,58,Graduate,No,Yes,97,98,70,92,88.33,Excellent,Pass,88.33,2-4 Hours,Below 60%
S4108,17,Male,12,5.7,79,Graduate,No,Yes,99,82,93,95,91.33,Excellent,Pass,91.33,4-6 Hours,75-90%
S4109,18,Female,10,1.9,78,Postgraduate,No,Yes,36,60,94,79,63.33,Average,Pass,63.33,0-2 Hours,75-90%
S4110,16,Female,9,5.0,62,Graduate,Yes,No,96,37,45,41,59.33,Average,Pass,59.33,4-6 Hours,60-75%
S4111,18,Female,10,4.0,51,Graduate,No,Yes,74,76,77,94,75.67,Good,Pass,75.67,2-4 Hours,Below 60%
S4112,17,Male,12,4.4,84,Postgraduate,Yes,No,56,58,95,50,69.67,Good,Pass,69.67,4-6 Hours,75-90%
S4113,17,Female,12,3.5,78,Graduate,No,Yes,40,47,90,69,59.0,Average,Pass,59.0,2-4 Hours,75-90%
S4114,19,Male,11,2.6,58,High School,Yes,Yes,43,43,41,71,42.33,Poor,Fail,42.33,2-4 Hours,Below 60%
S4115,17,Male,9,4.4,58,High School,Yes,Yes,68,82,53,68,67.67,Good,Pass,67.67,4-6 Hours,Below 60%
S4116,16,Female,12,2.7,52,Graduate,Yes,No,77,36,75,47,62.67,Average,Pass,62.67,2-4 Hours,Below 60%
S4117,19,Female,11,3.5,74,Graduate,Yes,No,51,44,46,52,47.0,Poor,Fail,47.0,2-4 Hours,60-75%
S4118,15,Female,11,2.1,89,Postgraduate,Yes,No,81,68,84,67,77.67,Good,Pass,77.67,2-4 Hours,75-90%
S4119,16,Male,9,1.4,77,Postgraduate,No,Yes,35,47,94,95,58.67,Average,Pass,58.67,0-2 Hours,75-90%
S4120,18,Male,9,3.2,68,Graduate,Yes,No,86,87,36,86,69.67,Good,Pass,69.67,2-4 Hours,60-75%
S4121,16,Male,9,4.2,54,Postgraduate,Yes,No,82,37,58,69,59.0,Average,Pass,59.0,4-6 Hours,Below 60%
S4122,18,Female,9,2.3,87,Postgraduate,No,No,62,73,100,77,78.33,Good,Pass,78.33,2-4 Hours,75-90%
S4123,18,Female,11,4.2,75,Postgraduate,No,No,90,62,60,83,70.67,Good,Pass,70.67,4-6 Hours,60-75%
S4124,15,Female,11,4.9,61,Graduate,Yes,No,75,78,75,57,76.0,Good,Pass,76.0,4-6 Hours,60-75%
S4125,14,Male,9,4.1,54,Postgraduate,No,Yes,78,95,63,69,78.67,Good,Pass,78.67,4-6 Hours,Below 60%
S4126,14,Female,11,5.4,77,High School,Yes,Yes,45,72,60,60,59.0,Average,Pass,59.0,4-6 Hours,75-90%
S4127,14,Male,12,1.2,53,Graduate,No,No,95,50,45,45,63.33,Average,Pass,63.33,0-2 Hours,Below 60%
S4128,18,Female,10,3.6,97,Postgraduate,Yes,No,44,61,72,54,59.0,Average,Pass,59.0,2-4 Hours,90-100%
S4129,14,Male,11,1.7,80,High School,No,No,85,94,85,66,88.0,Excellent,Pass,88.0,0-2 Hours,75-90%
S4130,16,Female,10,3.2,66,Graduate,No,Yes,89,70,60,46,73.0,Good,Pass,73.0,2-4 Hours,60-75%
S4131,16,Male,11,2.7,62,Graduate,No,No,48,49,77,69,58.0,Average,Pass,58.0,2-4 Hours,60-75%
S4132,18,Male,12,1.7,80,High School,No,No,69,38,84,73,63.67,Average,Pass,63.67,0-2 Hours,75-90%
S4133,17,Female,9,1.4,93,Graduate,No,Yes,65,86,54,47,68.33,Good,Pass,68.33,0-2 Hours,90-100%
S4134,18,Male,9,1.9,93,Graduate,No,No,87,77,59,74,74.33,Good,Pass,74.33,0-2 Hours,90-100%
S4135,15,Male,12,3.7,73,High School,Yes,No,69,67,97,47,77.67,Good,Pass,77.67,2-4 Hours,60-75%
S4136,17,Male,11,1.5,63,Graduate,No,No,66,64,94,92,74.67,Good,Pass,74.67,0-2 Hours,60-75%
S4137,18,Male,11,1.1,68,High School,Yes,Yes,69,64,65,68,66.0,Good,Pass,66.0,0-2 Hours,60-75%
S4138,17,Male,9,2.9,65,Postgraduate,No,No,73,98,53,74,74.67,Good,Pass,74.67,2-4 Hours,60-75%
S4139,15,Male,12,4.3,83,Graduate,No,No,86,49,54,94,63.0,Average,Pass,63.0,4-6 Hours,75-90%
S4140,18,Male,10,0.8,51,Graduate,Yes,Yes,83,40,97,43,73.33,Good,Pass,73.33,0-2 Hours,Below 60%
S4141,16,Male,11,1.4,69,Graduate,No,No,56,53,72,57,60.33,Average,Pass,60.33,0-2 Hours,60-75%
S4142,19,Male,11,2.9,56,Postgraduate,Yes,Yes,80,80,94,46,84.67,Excellent,Pass,84.67,2-4 Hours,Below 60%
S4143,15,Female,11,5.1,97,Graduate,No,Yes,87,56,55,40,66.0,Good,Pass,66.0,4-6 Hours,90-100%
S4144,17,Male,10,2.5,94,Postgraduate,Yes,Yes,88,96,77,81,87.0,Excellent,Pass,87.0,2-4 Hours,90-100%
S4145,18,Male,9,1.2,64,Graduate,Yes,Yes,52,64,38,86,51.33,Average,Pass,51.33,0-2 Hours,60-75%
S4146,15,Female,12,5.8,80,High School,Yes,No,98,94,75,41,89.0,Excellent,Pass,89.0,4-6 Hours,75-90%
S4147,16,Female,11,2.0,58,Postgraduate,Yes,No,99,74,63,46,78.67,Good,Pass,78.67,0-2 Hours,Below 60%
S4148,18,Female,12,2.7,59,High School,No,Yes,52,85,99,83,78.67,Good,Pass,78.67,2-4 Hours,Below 60%
S4149,16,Male,10,3.0,92,High School,No,Yes,59,79,63,77,67.0,Good,Pass,67.0,2-4 Hours,90-100%
S4150,15,Female,12,3.1,97,Postgraduate,No,No,94,91,42,66,75.67,Good,Pass,75.67,2-4 Hours,90-100%
S4151,14,Female,9,4.7,87,Graduate,Yes,Yes,73,55,77,46,68.33,Good,Pass,68.33,4-6 Hours,75-90%
S4152,16,Male,10,3.3,99,Postgraduate,Yes,Yes,66,49,87,72,67.33,Good,Pass,67.33,2-4 Hours,90-100%
S4153,15,Female,11,5.1,57,Graduate,Yes,Yes,98,72,41,82,70.33,Good,Pass,70.33,4-6 Hours,Below 60%
S4154,19,Male,10,4.6,77,Postgraduate,No,No,58,35,47,78,46.67,Poor,Fail,46.67,4-6 Hours,75-90%
S4155,16,Male,9,4.8,78,Postgraduate,Yes,Yes,64,48,47,69,53.0,Average,Pass,53.0,4-6 Hours,75-90%
S4156,19,Male,12,2.3,63,Postgraduate,Yes,Yes,43,96,43,86,60.67,Average,Pass,60.67,2-4 Hours,60-75%
S4157,16,Female,12,1.8,70,Postgraduate,Yes,No,52,47,42,56,47.0,Poor,Fail,47.0,0-2 Hours,60-75%
S4158,15,Female,12,5.7,52,Postgraduate,No,No,62,94,45,58,67.0,Good,Pass,67.0,4-6 Hours,Below 60%
S4159,18,Male,11,1.8,97,Postgraduate,No,Yes,44,68,57,70,56.33,Average,Pass,56.33,0-2 Hours,90-100%
S4160,17,Male,12,4.4,69,Postgraduate,No,Yes,51,49,61,79,53.67,Average,Pass,53.67,4-6 Hours,60-75%
S4161,19,Male,12,5.0,76,Postgraduate,Yes,No,85,58,48,53,63.67,Average,Pass,63.67,4-6 Hours,75-90%
S4162,18,Female,11,5.2,85,Postgraduate,Yes,No,38,71,55,89,54.67,Average,Pass,54.67,4-6 Hours,75-90%
S4163,15,Male,12,5.4,83,High School,No,Yes,72,99,64,70,78.33,Good,Pass,78.33,4-6 Hours,75-90%
S4164,14,Male,12,3.6,85,Graduate,No,No,59,77,97,48,77.67,Good,Pass,77.67,2-4 Hours,75-90%
S4165,16,Female,12,5.9,73,Postgraduate,Yes,No,67,59,92,71,72.67,Good,Pass,72.67,4-6 Hours,60-75%
S4166,14,Male,11,0.9,50,Graduate,No,Yes,70,76,79,61,75.0,Good,Pass,75.0,0-2 Hours,Below 60%
S4167,19,Male,9,4.1,91,Postgraduate,No,Yes,96,87,99,94,94.0,Excellent,Pass,94.0,4-6 Hours,90-100%
S4168,17,Female,11,2.0,67,Graduate,No,No,77,71,70,82,72.67,Good,Pass,72.67,0-2 Hours,60-75%
S4169,19,Male,9,0.9,52,Graduate,No,No,90,41,47,80,59.33,Average,Pass,59.33,0-2 Hours,Below 60%
S4170,17,Female,9,4.9,99,High School,No,No,92,75,82,81,83.0,Excellent,Pass,83.0,4-6 Hours,90-100%
S4171,15,Male,9,5.3,72,High School,No,No,49,36,86,84,57.0,Average,Pass,57.0,4-6 Hours,60-75%
S4172,19,Male,12,5.0,84,High School,No,Yes,62,44,85,58,63.67,Average,Pass,63.67,4-6 Hours,75-90%
S4173,18,Female,9,1.8,54,Graduate,No,Yes,88,42,71,91,67.0,Good,Pass,67.0,0-2 Hours,Below 60%
S4174,14,Female,11,5.6,79,Postgraduate,Yes,No,76,90,43,95,69.67,Good,Pass,69.67,4-6 Hours,75-90%
S4175,19,Male,9,0.9,100,Postgraduate,No,No,77,40,59,48,58.67,Average,Pass,58.67,0-2 Hours,90-100%
S4176,15,Female,12,2.8,74,Postgraduate,Yes,No,38,51,93,72,60.67,Average,Pass,60.67,2-4 Hours,60-75%
S4177,19,Female,12,1.9,61,Graduate,No,No,66,70,40,45,58.67,Average,Pass,58.67,0-2 Hours,60-75%
S4178,14,Male,11,1.5,58,High School,Yes,No,64,53,36,87,51.0,Average,Pass,51.0,0-2 Hours,Below 60%
S4179,17,Female,9,5.1,93,Graduate,No,No,82,44,84,84,70.0,Good,Pass,70.0,4-6 Hours,90-100%
S4180,18,Male,11,0.7,57,High School,No,No,89,49,65,59,67.67,Good,Pass,67.67,0-2 Hours,Below 60%
S4181,15,Female,11,4.1,67,High School,No,No,76,82,64,51,74.0,Good,Pass,74.0,4-6 Hours,60-75%
S4182,17,Male,12,1.6,83,Graduate,No,Yes,75,81,71,71,75.67,Good,Pass,75.67,0-2 Hours,75-90%
S4183,17,Male,12,4.8,92,Postgraduate,No,No,53,88,83,69,74.67,Good,Pass,74.67,4-6 Hours,90-100%
S4184,17,Female,12,4.7,94,High School,No,Yes,37,96,84,61,72.33,Good,Pass,72.33,4-6 Hours,90-100%
S4185,14,Male,12,2.5,58,Postgraduate,No,Yes,59,39,54,91,50.67,Average,Pass,50.67,2-4 Hours,Below 60%
